18-Nov-2014 20:27:46
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20141118-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0-PMF-07.25.14-ch03
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 30.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, CeTb, Eu, mix] [15.74  14.84  15.48  17.44  14.00   0.63]
Resistances Mix2r 2 = [Sm, Dy, Tm, CeTb, Eu, mix] [14.97  14.74  15.90  14.00  14.00   0.29]
Oil: ch = 3, press = 8.00 psi
Push Water: ch = 2, press = 6.70 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, CeTb, Eu]  [6,  7,  4,  1,  5,]
Lanthanide Valves: [Sm, Dy, Tm, CeTb, Eu]  [C2,  C3,  C4,  C6,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_CeTb	Flow_Eu	P_Sm	P_Dy	P_Tm	P_CeTb	P_Eu
37	0.12	0.00	0.05	0.00	0.83	2.59	 0.63	 1.39	 0.63	12.20
38	0.22	0.03	0.07	0.00	0.68	4.13	 1.14	 1.67	 0.63	10.10
39	0.12	0.53	0.00	0.00	0.34	2.59	8.56	0.63	0.63	5.41
40	0.12	0.03	0.00	0.79	0.05	2.59	 1.14	 0.63	14.48	 1.30
41	0.12	0.00	0.05	0.20	0.63	2.59	0.63	1.39	4.12	9.40
42	0.35	0.03	0.00	0.20	0.41	6.21	1.14	0.63	4.12	6.39
43	0.05	0.00	0.26	0.20	0.48	1.47	0.63	4.74	4.12	7.39
44	0.53	0.15	0.00	0.20	0.12	9.04	2.82	0.63	4.12	2.29
45	0.22	0.00	0.00	0.20	0.58	4.13	0.63	0.63	4.12	8.72
46	0.35	0.08	0.50	0.00	0.06	6.21	1.85	8.37	0.63	1.53
47	0.00	0.36	0.00	0.00	0.64	0.63	6.00	0.63	0.63	9.57
48	0.00	0.08	0.25	0.20	0.47	0.63	1.85	4.44	4.12	7.25
49	0.00	0.03	0.36	0.20	0.40	0.63	1.14	6.26	4.12	6.26
50	0.00	0.08	0.50	0.00	0.42	0.63	1.85	8.37	0.63	6.49
51	0.35	0.03	0.36	0.00	0.25	6.21	1.14	6.26	0.63	4.10
52	0.05	0.03	0.07	0.20	0.65	1.47	1.14	1.67	4.12	9.67
53	0.12	0.24	0.18	0.20	0.26	2.59	4.15	3.35	4.12	4.32
54	0.35	0.03	0.00	0.00	0.61	6.21	1.14	0.63	0.63	9.19
55	0.00	0.24	0.18	0.20	0.39	0.63	4.15	3.35	4.12	6.06
56	0.05	0.15	0.00	0.79	0.01	1.47	 2.82	 0.63	14.48	 0.73
57	0.22	0.15	0.00	0.00	0.63	4.13	2.82	0.63	0.63	9.47
58	0.12	0.00	0.86	0.00	0.02	2.59	 0.63	13.94	 0.63	 0.85
59	0.12	0.15	0.13	0.20	0.40	2.59	2.82	2.60	4.12	6.25
60	0.00	0.24	0.47	0.00	0.30	0.63	4.15	7.85	0.63	4.79
61	0.22	0.03	0.00	0.00	0.74	4.13	 1.14	 0.63	 0.63	11.04
62	0.22	0.03	0.18	0.00	0.56	4.13	1.14	3.40	0.63	8.54
63	0.05	0.24	0.00	0.00	0.71	1.47	 4.15	 0.63	 0.63	10.57
64	0.12	0.00	0.49	0.20	0.19	2.59	0.63	8.20	4.12	3.25
65	0.00	0.03	0.67	0.20	0.10	0.63	 1.14	11.02	 4.12	 1.96
66	0.35	0.15	0.00	0.20	0.30	6.21	2.82	0.63	4.12	4.81
67	0.35	0.08	0.00	0.00	0.56	6.21	1.85	0.63	0.63	8.53
68	0.53	0.00	0.05	0.20	0.22	9.04	0.63	1.39	4.12	3.67
69	0.35	0.08	0.25	0.00	0.32	6.21	1.85	4.44	0.63	5.09
70	0.00	0.00	0.26	0.20	0.54	0.63	0.63	4.74	4.12	8.13
71	0.05	0.53	0.00	0.20	0.21	1.47	8.56	0.63	4.12	3.62
72	0.22	0.08	0.00	0.20	0.50	4.13	1.85	0.63	4.12	7.58
73	0.12	0.24	0.00	0.00	0.64	2.59	4.15	0.63	0.63	9.57
74	0.12	0.36	0.24	0.00	0.27	2.59	6.00	4.37	0.63	4.44
75	0.35	0.36	0.00	0.00	0.28	6.21	6.00	0.63	0.63	4.60
76	0.22	0.03	0.67	0.00	0.07	4.13	 1.14	11.02	 0.63	 1.65
77	0.00	0.00	0.49	0.20	0.31	0.63	0.63	8.20	4.12	4.99
78	0.53	0.03	0.18	0.20	0.05	9.04	1.14	3.40	4.12	1.37
79	0.05	0.00	0.13	0.00	0.82	1.47	 0.63	 2.65	 0.63	12.07
80	0.53	0.36	0.00	0.00	0.10	9.04	6.00	0.63	0.63	2.08
81	0.12	0.24	0.00	0.20	0.44	2.59	4.15	0.63	4.12	6.77
82	0.22	0.15	0.34	0.00	0.29	4.13	2.82	5.87	0.63	4.73
83	0.35	0.08	0.09	0.20	0.27	6.21	1.85	2.06	4.12	4.43
84	0.05	0.24	0.00	0.20	0.51	1.47	4.15	0.63	4.12	7.77
85	0.05	0.53	0.00	0.00	0.41	1.47	8.56	0.63	0.63	6.42
86	0.35	0.00	0.00	0.00	0.65	6.21	0.63	0.63	0.63	9.67
87	0.00	0.03	0.67	0.00	0.30	0.63	 1.14	11.02	 0.63	 4.76
88	0.22	0.53	0.00	0.20	0.04	4.13	8.56	0.63	4.12	1.25
89	0.00	0.00	0.05	0.79	0.16	0.63	 0.63	 1.39	14.48	 2.84
90	0.12	0.53	0.00	0.20	0.14	2.59	8.56	0.63	4.12	2.61
91	0.12	0.15	0.34	0.20	0.19	2.59	2.82	5.87	4.12	3.30
92	0.05	0.08	0.50	0.20	0.17	1.47	1.85	8.37	4.12	2.95
93	0.53	0.03	0.36	0.00	0.07	9.04	1.14	6.26	0.63	1.58
94	0.78	0.00	0.00	0.00	0.22	12.89	 0.63	 0.63	 0.63	 3.73
95	0.00	0.24	0.47	0.20	0.10	0.63	4.15	7.85	4.12	1.99
96	0.78	0.00	0.00	0.20	0.02	12.89	 0.63	 0.63	 4.12	 0.93
97	0.05	0.03	0.18	0.20	0.53	1.47	1.14	3.40	4.12	8.11
98	0.35	0.24	0.18	0.00	0.23	6.21	4.15	3.35	0.63	3.90
99	0.05	0.24	0.47	0.20	0.04	1.47	4.15	7.85	4.12	1.25
100	0.00	0.36	0.00	0.20	0.44	0.63	6.00	0.63	4.12	6.77
101	0.00	0.00	0.05	0.20	0.75	0.63	 0.63	 1.39	 4.12	11.15
102	0.22	0.24	0.00	0.00	0.54	4.13	4.15	0.63	0.63	8.20
103	0.22	0.03	0.18	0.20	0.36	4.13	1.14	3.40	4.12	5.74
104	0.78	0.08	0.00	0.00	0.14	12.89	 1.85	 0.63	 0.63	 2.59
105	0.12	0.53	0.33	0.00	0.01	2.59	8.56	5.79	0.63	0.75
106	0.00	0.03	0.00	0.00	0.97	0.63	 1.14	 0.63	 0.63	14.15
107	0.53	0.15	0.00	0.00	0.32	9.04	2.82	0.63	0.63	5.09
108	0.00	0.03	0.18	0.00	0.79	0.63	 1.14	 3.40	 0.63	11.65
109	0.22	0.15	0.13	0.20	0.30	4.13	2.82	2.60	4.12	4.89
110	0.05	0.03	0.67	0.00	0.24	1.47	 1.14	11.02	 0.63	 4.02
111	0.12	0.08	0.09	0.00	0.70	2.59	 1.85	 2.06	 0.63	10.45
112	0.22	0.00	0.13	0.00	0.65	4.13	0.63	2.65	0.63	9.70
113	0.78	0.15	0.00	0.00	0.07	12.89	 2.82	 0.63	 0.63	 1.67
114	0.00	0.36	0.24	0.00	0.40	0.63	6.00	4.37	0.63	6.19
115	0.05	0.08	0.00	0.00	0.87	1.47	 1.85	 0.63	 0.63	12.75
116	0.05	0.08	0.50	0.00	0.37	1.47	1.85	8.37	0.63	5.75
117	0.78	0.03	0.07	0.00	0.12	12.89	 1.14	 1.67	 0.63	 2.31
118	0.22	0.53	0.00	0.00	0.24	4.13	8.56	0.63	0.63	4.05
119	0.05	0.15	0.13	0.20	0.47	1.47	2.82	2.60	4.12	7.26
120	0.12	0.08	0.25	0.00	0.55	2.59	1.85	4.44	0.63	8.31
121	0.35	0.03	0.07	0.00	0.54	6.21	1.14	1.67	0.63	8.25
122	0.00	0.08	0.09	0.00	0.83	0.63	 1.85	 2.06	 0.63	12.20
123	0.05	0.03	0.07	0.79	0.05	1.47	 1.14	 1.67	14.48	 1.36
124	0.05	0.08	0.09	0.20	0.57	1.47	1.85	2.06	4.12	8.66
125	0.05	0.00	0.05	0.20	0.70	1.47	 0.63	 1.39	 4.12	10.41
126	0.22	0.08	0.25	0.00	0.45	4.13	1.85	4.44	0.63	6.94
127	0.00	0.00	0.00	0.20	0.80	0.63	 0.63	 0.63	 4.12	11.83
128	0.00	0.53	0.33	0.00	0.13	0.63	8.56	5.79	0.63	2.49
129	0.05	0.08	0.00	0.20	0.67	1.47	1.85	0.63	4.12	9.95
130	0.35	0.24	0.00	0.00	0.41	6.21	4.15	0.63	0.63	6.35
131	0.78	0.00	0.05	0.00	0.17	12.89	 0.63	 1.39	 0.63	 3.04
132	0.05	0.00	0.13	0.20	0.62	1.47	0.63	2.65	4.12	9.27
133	0.53	0.24	0.00	0.00	0.23	9.04	4.15	0.63	0.63	3.83
134	0.53	0.00	0.05	0.00	0.42	9.04	0.63	1.39	0.63	6.47
135	0.12	0.08	0.50	0.20	0.09	2.59	1.85	8.37	4.12	1.95
136	0.05	0.53	0.33	0.00	0.08	1.47	8.56	5.79	0.63	1.75
137	0.12	0.03	0.67	0.00	0.17	2.59	 1.14	11.02	 0.63	 3.02
138	0.12	0.08	0.00	0.79	0.00	2.59	 1.85	 0.63	14.48	 0.64
139	0.05	0.77	0.00	0.00	0.18	1.47	12.09	 0.63	 0.63	 3.09
140	0.12	0.00	0.49	0.00	0.39	2.59	0.63	8.20	0.63	6.05
141	0.00	0.03	0.07	0.00	0.90	0.63	 1.14	 1.67	 0.63	13.21
142	0.05	0.24	0.47	0.00	0.24	1.47	4.15	7.85	0.63	4.05
143	0.12	0.08	0.00	0.00	0.79	2.59	 1.85	 0.63	 0.63	11.75
144	0.00	0.08	0.09	0.20	0.63	0.63	1.85	2.06	4.12	9.40
145	0.35	0.00	0.05	0.00	0.60	6.21	0.63	1.39	0.63	8.99
146	0.53	0.00	0.26	0.00	0.20	9.04	0.63	4.74	0.63	3.44
147	0.05	0.36	0.00	0.00	0.59	1.47	6.00	0.63	0.63	8.83
148	0.35	0.08	0.00	0.20	0.36	6.21	1.85	0.63	4.12	5.73
149	0.22	0.03	0.07	0.20	0.48	4.13	1.14	1.67	4.12	7.30
150	0.53	0.08	0.09	0.20	0.09	9.04	1.85	2.06	4.12	1.92
151	0.53	0.03	0.00	0.20	0.23	9.04	1.14	0.63	4.12	3.87
152	0.35	0.36	0.00	0.20	0.08	6.21	6.00	0.63	4.12	1.80
153	0.12	0.08	0.09	0.20	0.50	2.59	1.85	2.06	4.12	7.65
154	0.22	0.08	0.09	0.20	0.40	4.13	1.85	2.06	4.12	6.29
155	0.05	0.00	0.49	0.00	0.46	1.47	0.63	8.20	0.63	7.05
156	0.78	0.08	0.09	0.00	0.05	12.89	 1.85	 2.06	 0.63	 1.29
157	0.12	0.03	0.18	0.20	0.46	2.59	1.14	3.40	4.12	7.11
158	0.22	0.00	0.00	0.00	0.78	4.13	 0.63	 0.63	 0.63	11.52
159	0.35	0.08	0.09	0.00	0.47	6.21	1.85	2.06	0.63	7.23
160	0.53	0.03	0.18	0.00	0.25	9.04	1.14	3.40	0.63	4.17
161	0.00	0.15	0.34	0.00	0.51	0.63	2.82	5.87	0.63	7.84
162	0.00	0.00	0.86	0.00	0.14	0.63	 0.63	13.94	 0.63	 2.60
163	0.35	0.36	0.24	0.00	0.04	6.21	6.00	4.37	0.63	1.22
164	0.05	0.36	0.24	0.20	0.14	1.47	6.00	4.37	4.12	2.65
165	0.12	0.15	0.00	0.00	0.73	2.59	 2.82	 0.63	 0.63	10.83
166	0.53	0.00	0.00	0.00	0.47	9.04	0.63	0.63	0.63	7.15
167	0.05	0.00	0.13	0.79	0.02	1.47	 0.63	 2.65	14.48	 0.96
168	0.53	0.15	0.13	0.00	0.19	9.04	2.82	2.60	0.63	3.31
169	0.35	0.00	0.05	0.20	0.40	6.21	0.63	1.39	4.12	6.19
170	0.00	0.36	0.24	0.20	0.20	0.63	6.00	4.37	4.12	3.39
171	0.12	0.00	0.00	0.79	0.08	2.59	 0.63	 0.63	14.48	 1.78
172	0.12	0.03	0.00	0.00	0.84	2.59	 1.14	 0.63	 0.63	12.41
173	0.00	0.00	0.13	0.79	0.08	0.63	 0.63	 2.65	14.48	 1.70
174	0.12	0.03	0.00	0.20	0.64	2.59	1.14	0.63	4.12	9.61
175	0.05	0.24	0.18	0.20	0.33	1.47	4.15	3.35	4.12	5.32
176	0.05	0.00	0.00	0.79	0.15	1.47	 0.63	 0.63	14.48	 2.78
177	0.35	0.15	0.34	0.00	0.16	6.21	2.82	5.87	0.63	2.88
178	0.05	0.00	0.49	0.20	0.26	1.47	0.63	8.20	4.12	4.25
179	0.05	0.03	0.36	0.20	0.35	1.47	1.14	6.26	4.12	5.52
180	0.00	0.03	0.00	0.20	0.77	0.63	 1.14	 0.63	 4.12	11.35
181	0.00	0.00	0.00	0.79	0.21	0.63	 0.63	 0.63	14.48	 3.52
182	0.12	0.36	0.00	0.20	0.31	2.59	6.00	0.63	4.12	5.02
183	0.22	0.00	0.26	0.00	0.51	4.13	0.63	4.74	0.63	7.82
184	0.05	0.03	0.00	0.20	0.71	1.47	 1.14	 0.63	 4.12	10.61
185	0.53	0.03	0.00	0.00	0.43	9.04	1.14	0.63	0.63	6.67
186	0.35	0.00	0.13	0.00	0.52	6.21	0.63	2.65	0.63	7.85
187	0.78	0.03	0.00	0.00	0.19	12.89	 1.14	 0.63	 0.63	 3.25
188	0.05	0.03	0.67	0.20	0.04	1.47	 1.14	11.02	 4.12	 1.22
189	0.00	0.08	0.50	0.20	0.22	0.63	1.85	8.37	4.12	3.69
190	0.05	0.36	0.24	0.00	0.34	1.47	6.00	4.37	0.63	5.45
191	0.05	0.15	0.00	0.20	0.60	1.47	2.82	0.63	4.12	9.04
192	0.12	0.15	0.00	0.20	0.53	2.59	2.82	0.63	4.12	8.03
193	0.00	0.15	0.00	0.00	0.85	0.63	 2.82	 0.63	 0.63	12.58
194	0.00	0.00	0.13	0.00	0.87	0.63	 0.63	 2.65	 0.63	12.81
195	0.12	0.24	0.18	0.00	0.46	2.59	4.15	3.35	0.63	7.12
196	0.12	0.15	0.34	0.00	0.39	2.59	2.82	5.87	0.63	6.10
197	0.00	0.77	0.00	0.00	0.23	0.63	12.09	 0.63	 0.63	 3.83
198	0.22	0.24	0.18	0.20	0.17	4.13	4.15	3.35	4.12	2.95
199	0.05	0.03	0.00	0.00	0.91	1.47	 1.14	 0.63	 0.63	13.41
200	0.22	0.03	0.36	0.00	0.38	4.13	1.14	6.26	0.63	5.95
201	0.22	0.77	0.00	0.00	0.01	4.13	12.09	 0.63	 0.63	 0.72
202	0.22	0.00	0.49	0.00	0.29	4.13	0.63	8.20	0.63	4.68
203	0.35	0.00	0.13	0.20	0.32	6.21	0.63	2.65	4.12	5.05
204	0.78	0.03	0.18	0.00	0.01	12.89	 1.14	 3.40	 0.63	 0.75
205	0.00	0.24	0.18	0.00	0.59	0.63	4.15	3.35	0.63	8.86
206	0.22	0.03	0.00	0.20	0.54	4.13	1.14	0.63	4.12	8.24
207	0.12	0.03	0.36	0.20	0.28	2.59	1.14	6.26	4.12	4.52
208	0.35	0.15	0.13	0.20	0.17	6.21	2.82	2.60	4.12	3.03
209	0.00	0.00	0.00	0.00	1.00	0.63	 0.63	 0.63	 0.63	14.63
210	0.22	0.08	0.09	0.00	0.60	4.13	1.85	2.06	0.63	9.09
211	0.53	0.03	0.07	0.00	0.36	9.04	1.14	1.67	0.63	5.73
212	0.12	0.03	0.36	0.00	0.48	2.59	1.14	6.26	0.63	7.32
213	0.22	0.08	0.00	0.00	0.70	4.13	 1.85	 0.63	 0.63	10.38
214	0.22	0.00	0.05	0.20	0.53	4.13	0.63	1.39	4.12	8.04
215	0.35	0.03	0.18	0.00	0.43	6.21	1.14	3.40	0.63	6.69
216	0.00	0.15	0.34	0.20	0.31	0.63	2.82	5.87	4.12	5.04
217	0.05	0.15	0.34	0.00	0.46	1.47	2.82	5.87	0.63	7.10
218	0.35	0.24	0.18	0.20	0.03	6.21	4.15	3.35	4.12	1.10
219	0.12	0.15	0.13	0.00	0.60	2.59	2.82	2.60	0.63	9.05
220	0.53	0.03	0.07	0.20	0.16	9.04	1.14	1.67	4.12	2.93
221	0.53	0.24	0.18	0.00	0.05	9.04	4.15	3.35	0.63	1.38
222	0.00	0.00	0.26	0.00	0.74	0.63	 0.63	 4.74	 0.63	10.93
223	0.05	0.15	0.00	0.00	0.80	1.47	 2.82	 0.63	 0.63	11.84
224	0.53	0.00	0.00	0.20	0.27	9.04	0.63	0.63	4.12	4.35
225	0.05	0.00	0.05	0.00	0.90	1.47	 0.63	 1.39	 0.63	13.21
226	0.12	0.08	0.00	0.20	0.59	2.59	1.85	0.63	4.12	8.95
227	0.00	0.53	0.00	0.00	0.47	0.63	8.56	0.63	0.63	7.16
228	0.12	0.15	0.69	0.00	0.04	2.59	 2.82	11.29	 0.63	 1.20
229	0.22	0.15	0.13	0.00	0.50	4.13	2.82	2.60	0.63	7.69
230	0.00	0.24	0.00	0.20	0.56	0.63	4.15	0.63	4.12	8.51
231	0.53	0.00	0.26	0.20	0.00	9.04	0.63	4.74	4.12	0.64
232	0.12	0.08	0.25	0.20	0.35	2.59	1.85	4.44	4.12	5.51
233	0.12	0.00	0.00	0.00	0.88	2.59	 0.63	 0.63	 0.63	12.89
234	0.00	0.15	0.00	0.79	0.06	0.63	 2.82	 0.63	14.48	 1.46
235	0.53	0.08	0.00	0.20	0.18	9.04	1.85	0.63	4.12	3.21
236	0.35	0.03	0.36	0.20	0.05	6.21	1.14	6.26	4.12	1.30
237	0.12	0.03	0.18	0.00	0.66	2.59	1.14	3.40	0.63	9.91
238	0.05	0.03	0.07	0.00	0.85	1.47	 1.14	 1.67	 0.63	12.47
239	0.53	0.08	0.00	0.00	0.38	9.04	1.85	0.63	0.63	6.01
240	0.05	0.00	0.26	0.00	0.68	1.47	 0.63	 4.74	 0.63	10.19
241	0.05	0.00	0.00	0.00	0.95	1.47	 0.63	 0.63	 0.63	13.89
242	0.35	0.08	0.25	0.20	0.12	6.21	1.85	4.44	4.12	2.29
243	0.05	0.03	0.18	0.00	0.73	1.47	 1.14	 3.40	 0.63	10.91
244	0.00	0.00	0.13	0.20	0.67	0.63	 0.63	 2.65	 4.12	10.01
245	0.35	0.03	0.18	0.20	0.23	6.21	1.14	3.40	4.12	3.89
246	0.00	0.03	0.36	0.00	0.60	0.63	1.14	6.26	0.63	9.06
247	0.12	0.00	0.13	0.20	0.55	2.59	0.63	2.65	4.12	8.27
248	0.00	0.77	0.00	0.20	0.03	0.63	12.09	 0.63	 4.12	 1.03
249	0.22	0.08	0.25	0.20	0.25	4.13	1.85	4.44	4.12	4.14
250	0.53	0.08	0.25	0.00	0.14	9.04	1.85	4.44	0.63	2.57
251	0.53	0.00	0.13	0.20	0.14	9.04	0.63	2.65	4.12	2.53
252	0.22	0.00	0.26	0.20	0.31	4.13	0.63	4.74	4.12	5.02
253	0.05	0.15	0.34	0.20	0.26	1.47	2.82	5.87	4.12	4.30
254	0.12	0.00	0.00	0.20	0.68	2.59	 0.63	 0.63	 4.12	10.09
255	0.00	0.15	0.69	0.00	0.16	0.63	 2.82	11.29	 0.63	 2.94
256	0.00	0.08	0.00	0.79	0.12	0.63	 1.85	 0.63	14.48	 2.38
257	0.22	0.24	0.47	0.00	0.07	4.13	4.15	7.85	0.63	1.68
258	0.05	0.08	0.25	0.20	0.42	1.47	1.85	4.44	4.12	6.51
259	0.00	0.15	0.13	0.00	0.73	0.63	 2.82	 2.60	 0.63	10.80
260	0.35	0.15	0.00	0.00	0.50	6.21	2.82	0.63	0.63	7.61
261	0.22	0.24	0.00	0.20	0.34	4.13	4.15	0.63	4.12	5.40
262	0.00	0.24	0.00	0.00	0.76	0.63	 4.15	 0.63	 0.63	11.31
263	0.35	0.00	0.26	0.00	0.38	6.21	0.63	4.74	0.63	5.96
264	0.22	0.15	0.34	0.20	0.09	4.13	2.82	5.87	4.12	1.93
265	0.12	0.77	0.00	0.00	0.10	2.59	12.09	 0.63	 0.63	 2.08
266	0.05	0.00	0.05	0.79	0.10	1.47	 0.63	 1.39	14.48	 2.10
267	0.05	0.15	0.69	0.00	0.11	1.47	 2.82	11.29	 0.63	 2.20
268	0.22	0.08	0.50	0.00	0.20	4.13	1.85	8.37	0.63	3.38
269	0.00	0.08	0.00	0.00	0.92	0.63	 1.85	 0.63	 0.63	13.49
270	0.12	0.08	0.50	0.00	0.29	2.59	1.85	8.37	0.63	4.75
271	0.00	0.15	0.13	0.20	0.53	0.63	2.82	2.60	4.12	8.00
272	0.05	0.03	0.00	0.79	0.12	1.47	 1.14	 0.63	14.48	 2.30
273	0.12	0.24	0.47	0.00	0.17	2.59	4.15	7.85	0.63	3.05
274	0.05	0.08	0.25	0.00	0.62	1.47	1.85	4.44	0.63	9.31
275	0.22	0.00	0.05	0.00	0.73	4.13	 0.63	 1.39	 0.63	10.84
276	0.22	0.24	0.18	0.00	0.37	4.13	4.15	3.35	0.63	5.75
277	0.35	0.53	0.00	0.00	0.11	6.21	8.56	0.63	0.63	2.19
278	0.12	0.00	0.26	0.20	0.41	2.59	0.63	4.74	4.12	6.38
279	0.22	0.36	0.24	0.00	0.17	4.13	6.00	4.37	0.63	3.08
280	0.00	0.08	0.09	0.79	0.03	0.63	 1.85	 2.06	14.48	 1.09
281	0.05	0.15	0.13	0.00	0.67	1.47	 2.82	 2.60	 0.63	10.06
282	0.35	0.00	0.49	0.00	0.16	6.21	0.63	8.20	0.63	2.83
283	0.05	0.00	0.00	0.20	0.75	1.47	 0.63	 0.63	 4.12	11.09
284	0.05	0.03	0.36	0.00	0.55	1.47	1.14	6.26	0.63	8.32
285	0.00	0.03	0.07	0.79	0.10	0.63	 1.14	 1.67	14.48	 2.10
Mixer 2
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_CeTb	Flow_Eu	P_Sm	P_Dy	P_Tm	P_CeTb	P_Eu
1	0.22	0.36	0.00	0.20	0.22	3.61	5.62	0.29	3.09	3.31
2	0.35	0.15	0.13	0.00	0.37	5.59	2.45	2.31	0.29	5.48
3	0.12	0.36	0.24	0.20	0.07	2.15	5.62	4.12	3.09	1.29
4	0.05	0.00	0.86	0.00	0.09	1.08	 0.29	13.96	 0.29	 1.51
5	0.05	0.08	0.09	0.00	0.77	1.08	 1.49	 1.75	 0.29	11.11
6	0.12	0.03	0.07	0.00	0.77	2.15	 0.79	 1.35	 0.29	11.12
7	0.12	0.03	0.07	0.20	0.57	2.15	0.79	1.35	3.09	8.32
8	0.35	0.24	0.00	0.20	0.21	5.59	3.78	0.29	3.09	3.20
9	0.12	0.00	0.13	0.00	0.75	2.15	 0.29	 2.35	 0.29	10.72
10	0.12	0.00	0.05	0.79	0.03	2.15	 0.29	 1.06	11.40	 0.75
11	0.22	0.03	0.36	0.20	0.18	3.61	0.79	6.07	3.09	2.81
12	0.00	0.08	0.25	0.00	0.67	0.29	1.49	4.19	0.29	9.70
